,week_end,Region,sumTotFul,sumTotPartially,NPart,NFully
0,2020-12-19,Newfoundland and Labrador,0.0,972.0,0.18672450259627743,0.0
1,2020-12-26,Newfoundland and Labrador,0.0,1785.0,0.34290456495304034,0.0
2,2021-01-02,Newfoundland and Labrador,0.0,1785.0,0.34290456495304034,0.0
3,2021-01-09,Newfoundland and Labrador,853.0,1994.0,0.38305417507919465,0.16386419826607473
4,2021-01-16,Newfoundland and Labrador,1734.0,2516.0,0.483332148695714,0.33310729166866776
5,2021-01-23,Newfoundland and Labrador,1737.0,5711.0,1.0971025044519962,0.33368360186186613
6,2021-01-30,Newfoundland and Labrador,2762.0,5591.0,1.0740500967240607,0.5305895845379817
7,2021-02-06,Newfoundland and Labrador,4068.0,4822.0,0.9263225838675408,0.7814766219770128
8,2021-02-13,Newfoundland and Labrador,5449.0,4343.0,0.8343050563535317,1.0467714142460038
9,2021-02-20,Newfoundland and Labrador,6112.0,4324.0,0.8306550917966086,1.1741359669428473
10,2021-02-27,Newfoundland and Labrador,8212.0,8411.0,1.6157816783305448,1.5775531021817182
11,2021-03-06,Newfoundland and Labrador,9136.0,11951.0,2.2958277063046415,1.7550566416868214
12,2021-03-13,Newfoundland and Labrador,9242.0,18176.0,3.491671357191295,1.7754196018464978
13,2021-03-20,Newfoundland and Labrador,9561.0,29354.0,5.639003137048485,1.8367005857232597
14,2021-03-27,Newfoundland and Labrador,9647.0,41597.0,7.990925035491103,1.85322147792828
15,2021-04-03,Newfoundland and Labrador,9663.0,69071.0,13.268773784801931,1.856295132292005
16,2021-04-10,Newfoundland and Labrador,9674.0,90920.0,17.466040921865787,1.8584082696670656
17,2021-04-17,Newfoundland and Labrador,9674.0,113134.0,21.733425799102108,1.8584082696670656
18,2021-04-24,Newfoundland and Labrador,9696.0,137727.0,26.457824659544755,1.8626345444171872
19,2021-05-01,Newfoundland and Labrador,9665.0,161620.0,31.04775114157444,1.8566793390874705
20,2021-05-08,Newfoundland and Labrador,9673.0,183911.0,35.32992798043619,1.8582161662693326
21,2021-05-15,Newfoundland and Labrador,9881.0,215889.0,41.473010433135535,1.8981736729977543
22,2021-05-22,Newfoundland and Labrador,10459.0,249731.0,47.974173619208806,2.0092094368873106
23,2021-05-29,Newfoundland and Labrador,11446.0,278592.0,53.518469781175014,2.19881549044958
24,2021-06-05,Newfoundland and Labrador,17355.0,0.0,0.0,3.3339544676526693
25,2021-06-12,Newfoundland and Labrador,25870.0,0.0,0.0,4.969714899347425
26,2021-06-19,Newfoundland and Labrador,46728.0,0.0,0.0,8.976607569258077
27,2021-06-26,Newfoundland and Labrador,79374.0,0.0,0.0,15.248015091642925
28,2021-07-03,Newfoundland and Labrador,108647.0,0.0,0.0,20.871457853475054
29,2021-07-10,Newfoundland and Labrador,154100.0,0.0,0.0,29.603133590623816
30,2021-07-17,Newfoundland and Labrador,194224.0,0.0,0.0,37.31109032125451
31,2021-07-24,Newfoundland and Labrador,234600.0,0.0,0.0,45.06745710811387
32,2021-07-31,Newfoundland and Labrador,268363.0,0.0,0.0,51.553444125766255
33,2021-08-07,Newfoundland and Labrador,298445.0,108925.0,20.924862598044772,57.33229853636421
34,2021-08-14,Newfoundland and Labrador,324030.0,87230.0,16.75717938423177,62.24726396735779
35,2021-08-21,Newfoundland and Labrador,348969.0,64949.0,12.476923579347348,67.03813060341598
36,2021-08-28,Newfoundland and Labrador,362859.0,53711.0,10.318065595626189,69.70644679792451
37,2021-09-04,Newfoundland and Labrador,371370.0,47553.0,9.135092872387634,71.34143881602833
38,2021-09-11,Newfoundland and Labrador,375906.0,45316.0,8.70535757165937,72.2128198281443
